filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,weakscale,strongscale,subject,id
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,123,PROLIFIC,31-Dec-2025 16:29:05,14422,353226,"""{\""bad-atrocious\"":\""66%\""}""",bad,atrocious,It,2176223
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,567dd32b4f0ef30006dbb718,PROLIFIC,31-Dec-2025 18:17:39,14422,353226,"""{\""bad-atrocious\"":\""3%\""}""",bad,atrocious,It,2178494
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5b735a4c3503c60001a891b7,PROLIFIC,31-Dec-2025 18:56:55,14422,353226,"""{\""bad-atrocious\"":\""4%\""}""",bad,atrocious,It,2180811
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5c0da14d656168000159da7a,PROLIFIC,31-Dec-2025 18:17:56,14422,353226,"""{\""bad-atrocious\"":\""10%\""}""",bad,atrocious,It,2178553
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5cb67a7ab73e8a001507fae5,PROLIFIC,31-Dec-2025 18:10:26,14422,353226,"""{\""bad-atrocious\"":\""81%\""}""",bad,atrocious,It,2177045
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5d42486206811e001ada5b4b,PROLIFIC,31-Dec-2025 18:11:01,14422,353226,"""{\""bad-atrocious\"":\""0%\""}""",bad,atrocious,It,2177100
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5dcdb60be64aaa07c14065cc,PROLIFIC,31-Dec-2025 18:30:47,14422,353226,"""{\""bad-atrocious\"":\""15%\""}""",bad,atrocious,It,2179915
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5dd1dc9110420023be388e5d,PROLIFIC,31-Dec-2025 18:49:23,14422,353226,"""{\""bad-atrocious\"":\""65%\""}""",bad,atrocious,It,2180588
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5e8b9c7054a5cc07dd6e174d,PROLIFIC,31-Dec-2025 18:34:36,14422,353226,"""{\""bad-atrocious\"":\""40%\""}""",bad,atrocious,It,2180182
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5eb9a6b1474e650d066972c5,PROLIFIC,31-Dec-2025 18:13:49,14422,353226,"""{\""bad-atrocious\"":\""49%\""}""",bad,atrocious,It,2177841
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5f3786d029c845210770f0e2,PROLIFIC,31-Dec-2025 18:15:28,14422,353226,"""{\""bad-atrocious\"":\""0%\""}""",bad,atrocious,It,2178057
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5fa45d41eb5d570b4841254d,PROLIFIC,31-Dec-2025 18:16:11,14422,353226,"""{\""bad-atrocious\"":\""99%\""}""",bad,atrocious,It,2178215
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5ffb8c5b60571908f3ac19fa,PROLIFIC,31-Dec-2025 18:13:09,14422,353226,"""{\""bad-atrocious\"":\""0%\""}""",bad,atrocious,It,2177658
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,600150a39d652729f84daf83,PROLIFIC,31-Dec-2025 18:13:07,14422,353226,"""{\""bad-atrocious\"":\""20%\""}""",bad,atrocious,It,2177582
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,606cf604adbb6982bb382881,PROLIFIC,31-Dec-2025 18:23:05,14422,353226,"""{\""bad-atrocious\"":\""15%\""}""",bad,atrocious,It,2179256
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,606f9bca353fc36aba9ccb8b,PROLIFIC,31-Dec-2025 18:36:42,14422,353226,"""{\""bad-atrocious\"":\""13%\""}""",bad,atrocious,It,2180393
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,60870dd7e185006f4bc26266,PROLIFIC,31-Dec-2025 18:09:45,14422,353226,"""{\""bad-atrocious\"":\""1%\""}""",bad,atrocious,It,2176762
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,60eb1a7c95641da67ae7d611,PROLIFIC,31-Dec-2025 18:15:10,14422,353226,"""{\""bad-atrocious\"":\""73%\""}""",bad,atrocious,It,2178033
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,60ec54c58f88686dadb1a0c9,PROLIFIC,31-Dec-2025 18:05:51,14422,353226,"""{\""bad-atrocious\"":\""18%\""}""",bad,atrocious,It,2176463
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,610d6c481ca4797b863fe3d1,PROLIFIC,31-Dec-2025 18:10:10,14422,353226,"""{\""bad-atrocious\"":\""0%\""}""",bad,atrocious,It,2176966
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,6276d97e209059496d37bf74,PROLIFIC,31-Dec-2025 18:19:02,14422,353226,"""{\""bad-atrocious\"":\""0%\""}""",bad,atrocious,It,2178772
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,627a7fc214142c6f228e84fb,PROLIFIC,31-Dec-2025 18:24:30,14422,353226,"""{\""bad-atrocious\"":\""48%\""}""",bad,atrocious,It,2179407
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,63ea6344bf5cfafd40b0dce2,PROLIFIC,31-Dec-2025 19:09:04,14422,353226,"""{\""bad-atrocious\"":\""17%\""}""",bad,atrocious,It,2181017
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,63ea6344bf5cfafd40b0dce2,PROLIFIC,31-Dec-2025 19:09:03,14422,353226,"""{\""bad-atrocious\"":\""17%\""}""",bad,atrocious,It,2180974
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,648a1d21a3372cbf1e7a499d,PROLIFIC,31-Dec-2025 18:34:47,14422,353226,"""{\""bad-atrocious\"":\""0%\""}""",bad,atrocious,It,2180244
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,649d809191fa2e4b6e84c69e,PROLIFIC,31-Dec-2025 19:17:18,14422,353226,"""{\""bad-atrocious\"":\""39%\""}""",bad,atrocious,It,2181040
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,64aff8a2c8ddc83286a349c3,PROLIFIC,31-Dec-2025 18:33:07,14422,353226,"""{\""bad-atrocious\"":\""70%\""}""",bad,atrocious,It,2180110
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,651090beae417ded35c4ef2f,PROLIFIC,31-Dec-2025 19:23:59,14422,353226,"""{\""bad-atrocious\"":\""11%\""}""",bad,atrocious,It,2181268
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,651eea44194fa8c200606af7,PROLIFIC,31-Dec-2025 18:22:21,14422,353226,"""{\""bad-atrocious\"":\""93%\""}""",bad,atrocious,It,2179145
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,653feb348f4df4e625de5909,PROLIFIC,31-Dec-2025 18:22:48,14422,353226,"""{\""bad-atrocious\"":\""87%\""}""",bad,atrocious,It,2179173
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,657f8d99678be2d216a85c3d,PROLIFIC,31-Dec-2025 18:26:14,14422,353226,"""{\""bad-atrocious\"":\""25%\""}""",bad,atrocious,It,2179525
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,65b537602cf1fbd4f77c7909,PROLIFIC,31-Dec-2025 19:00:21,14422,353226,"""{\""bad-atrocious\"":\""2%\""}""",bad,atrocious,It,2180897
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,65b7cd609e8e7e53fb113123,PROLIFIC,31-Dec-2025 18:19:24,14422,353226,"""{\""bad-atrocious\"":\""13%\""}""",bad,atrocious,It,2178789
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,65c63f9b7a891fff8a4c45a2,PROLIFIC,31-Dec-2025 18:33:33,14422,353226,"""{\""bad-atrocious\"":\""4%\""}""",bad,atrocious,It,2180175
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,662fecef2a008847dc4f0d9b,PROLIFIC,31-Dec-2025 18:21:11,14422,353226,"""{\""bad-atrocious\"":\""6%\""}""",bad,atrocious,It,2179034
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,664aa944e604a246634cb87a,PROLIFIC,31-Dec-2025 18:27:35,14422,353226,"""{\""bad-atrocious\"":\""7%\""}""",bad,atrocious,It,2179738
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,66e392f395f540d8a723c193,PROLIFIC,31-Dec-2025 19:22:15,14422,353226,"""{\""bad-atrocious\"":\""5%\""}""",bad,atrocious,It,2181085
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,67505c42a18c872bab88ed42,PROLIFIC,31-Dec-2025 18:31:20,14422,353226,"""{\""bad-atrocious\"":\""16%\""}""",bad,atrocious,It,2179928
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,676ca3da9773676ad989ef10,PROLIFIC,31-Dec-2025 18:26:52,14422,353226,"""{\""bad-atrocious\"":\""9%\""}""",bad,atrocious,It,2179641
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,678f6e1f6a3d68ee8c1533f5,PROLIFIC,31-Dec-2025 18:18:09,14422,353226,"""{\""bad-atrocious\"":\""0%\""}""",bad,atrocious,It,2178600
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,67d5d3b719258bd5eeaef834,PROLIFIC,31-Dec-2025 18:21:22,14422,353226,"""{\""bad-atrocious\"":\""6%\""}""",bad,atrocious,It,2179045
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,694203dedb9fa28fde0a812a,PROLIFIC,31-Dec-2025 18:13:44,14422,353226,"""{\""bad-atrocious\"":\""30%\""}""",bad,atrocious,It,2177755
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,b,PROLIFIC,12-Dec-2025 18:25:10,14422,353226,"""{\""bad-atrocious\"":\""6%\""}""",bad,atrocious,It,2169243
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,yuanTest,PROLIFIC,31-Dec-2025 16:23:10,14422,353226,"""{\""bad-atrocious\"":\""57%\""}""",bad,atrocious,It,2176109
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,123,PROLIFIC,31-Dec-2025 16:29:05,14422,353227,"""{\""brief-ephemeral\"":\""87%\""}""",brief,ephemeral,It,2176229
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,567dd32b4f0ef30006dbb718,PROLIFIC,31-Dec-2025 18:17:39,14422,353227,"""{\""brief-ephemeral\"":\""13%\""}""",brief,ephemeral,It,2178496
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5b735a4c3503c60001a891b7,PROLIFIC,31-Dec-2025 18:56:55,14422,353227,"""{\""brief-ephemeral\"":\""67%\""}""",brief,ephemeral,It,2180781
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5c0da14d656168000159da7a,PROLIFIC,31-Dec-2025 18:17:56,14422,353227,"""{\""brief-ephemeral\"":\""20%\""}""",brief,ephemeral,It,2178536
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5cb67a7ab73e8a001507fae5,PROLIFIC,31-Dec-2025 18:10:26,14422,353227,"""{\""brief-ephemeral\"":\""5%\""}""",brief,ephemeral,It,2177068
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5d42486206811e001ada5b4b,PROLIFIC,31-Dec-2025 18:11:01,14422,353227,"""{\""brief-ephemeral\"":\""63%\""}""",brief,ephemeral,It,2177106
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5dcdb60be64aaa07c14065cc,PROLIFIC,31-Dec-2025 18:30:47,14422,353227,"""{\""brief-ephemeral\"":\""46%\""}""",brief,ephemeral,It,2179891
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5dd1dc9110420023be388e5d,PROLIFIC,31-Dec-2025 18:49:23,14422,353227,"""{\""brief-ephemeral\"":\""68%\""}""",brief,ephemeral,It,2180601
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5e8b9c7054a5cc07dd6e174d,PROLIFIC,31-Dec-2025 18:34:36,14422,353227,"""{\""brief-ephemeral\"":\""45%\""}""",brief,ephemeral,It,2180211
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5eb9a6b1474e650d066972c5,PROLIFIC,31-Dec-2025 18:13:49,14422,353227,"""{\""brief-ephemeral\"":\""17%\""}""",brief,ephemeral,It,2177871
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5f3786d029c845210770f0e2,PROLIFIC,31-Dec-2025 18:15:28,14422,353227,"""{\""brief-ephemeral\"":\""88%\""}""",brief,ephemeral,It,2178039
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5fa45d41eb5d570b4841254d,PROLIFIC,31-Dec-2025 18:16:11,14422,353227,"""{\""brief-ephemeral\"":\""0%\""}""",brief,ephemeral,It,2178237
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,5ffb8c5b60571908f3ac19fa,PROLIFIC,31-Dec-2025 18:13:09,14422,353227,"""{\""brief-ephemeral\"":\""92%\""}""",brief,ephemeral,It,2177622
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,600150a39d652729f84daf83,PROLIFIC,31-Dec-2025 18:13:07,14422,353227,"""{\""brief-ephemeral\"":\""29%\""}""",brief,ephemeral,It,2177620
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,606cf604adbb6982bb382881,PROLIFIC,31-Dec-2025 18:23:05,14422,353227,"""{\""brief-ephemeral\"":\""21%\""}""",brief,ephemeral,It,2179278
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,606f9bca353fc36aba9ccb8b,PROLIFIC,31-Dec-2025 18:36:42,14422,353227,"""{\""brief-ephemeral\"":\""100%\""}""",brief,ephemeral,It,2180404
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,60870dd7e185006f4bc26266,PROLIFIC,31-Dec-2025 18:09:45,14422,353227,"""{\""brief-ephemeral\"":\""71%\""}""",brief,ephemeral,It,2176765
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,60eb1a7c95641da67ae7d611,PROLIFIC,31-Dec-2025 18:15:10,14422,353227,"""{\""brief-ephemeral\"":\""92%\""}""",brief,ephemeral,It,2178005
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,60ec54c58f88686dadb1a0c9,PROLIFIC,31-Dec-2025 18:05:51,14422,353227,"""{\""brief-ephemeral\"":\""29%\""}""",brief,ephemeral,It,2176483
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,610d6c481ca4797b863fe3d1,PROLIFIC,31-Dec-2025 18:10:10,14422,353227,"""{\""brief-ephemeral\"":\""62%\""}""",brief,ephemeral,It,2176971
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,6276d97e209059496d37bf74,PROLIFIC,31-Dec-2025 18:19:02,14422,353227,"""{\""brief-ephemeral\"":\""85%\""}""",brief,ephemeral,It,2178750
scales-oddity.csv,,NOT AVAILABLE,NOT AVAILABLE,627a7fc214142c6f228e84fb,PROLIFIC,31-Dec-2025 18:24:30,14422,353227,"""{\""brief-ephemeral\"":\""33%\""}""",brief,ephemeral,It,2179401
