"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","questionid","answer","itemid","weakimage","strongimage","thirdimage","choice4","choice5","id"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","123","PROLIFIC","31-Dec-2025 16:33:54","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""excellent\""},{\""word\"":\""excellent\"",\""selection\"":\""atrocious\""},{\""word\"":\""atrocious\"",\""selection\"":\""bad\""},{\""timeTaken\"":1937}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2176282"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","55b9a9b0fdf99b6906d2aba4","PROLIFIC","31-Dec-2025 18:17:23","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":11633.299999982119}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2178425"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","55cc7cfb74297e0005235c27","PROLIFIC","31-Dec-2025 18:06:40","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""timeTaken\"":4725.4000000003725}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2176556"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5934a676e7866d0001618b81","PROLIFIC","31-Dec-2025 18:08:15","14424","353317","""[{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""timeTaken\"":6832.5}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2176662"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","59f226a9d6380600018b2923","PROLIFIC","31-Dec-2025 18:23:33","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":9851.29999999702}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2179335"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5b757a03976ecb0001b1168f","PROLIFIC","31-Dec-2025 18:13:21","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":12503.600000143051}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2177670"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5be42f3b98f5f40001a994f4","PROLIFIC","31-Dec-2025 18:18:19","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":14341.5}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2178709"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5bf349126f97050001e6a6e6","PROLIFIC","31-Dec-2025 18:37:00","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":19203}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2180421"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5c40134b1580e900012320ab","PROLIFIC","31-Dec-2025 18:12:28","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":8946.200000001118}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2177498"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5c695a065416680001bef3c0","PROLIFIC","31-Dec-2025 18:20:09","14424","353317","""[{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""timeTaken\"":5269}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2178872"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5c7f489defd9e20015751167","PROLIFIC","31-Dec-2025 18:08:06","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":7899.900000095367}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2176581"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5d55d43e25dd4c00174122dc","PROLIFIC","31-Dec-2025 18:29:01","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""bad\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""atrocious\""},{\""timeTaken\"":14225.200000047684}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2179815"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5dd06ed53c870a1526a78264","PROLIFIC","31-Dec-2025 18:17:55","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""timeTaken\"":11443.800000011921}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2178522"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5e437d7404eaba215eafbd2a","PROLIFIC","31-Dec-2025 18:34:53","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""timeTaken\"":6564.5}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2180296"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5eaf2b7e05ff7862e21e9d3b","PROLIFIC","31-Dec-2025 18:23:37","14424","353317","""[{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""timeTaken\"":9932}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2179368"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5f4ee7ff2c5da213f015a27e","PROLIFIC","31-Dec-2025 18:09:54","14424","353317","""[{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""timeTaken\"":9387.399999976158}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2176844"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5fc50bb38378c80ac88354ef","PROLIFIC","31-Dec-2025 18:27:20","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""bad\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""atrocious\""},{\""timeTaken\"":11428.79999999702}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2179726"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","6091ab55ea2e97910519f8e7","PROLIFIC","31-Dec-2025 18:10:15","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""timeTaken\"":6645.400000095367}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2177012"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","60bd28cc95ab27d4f4f6ada3","PROLIFIC","31-Dec-2025 18:09:57","14424","353317","""[{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""timeTaken\"":8579.39999999851}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2176877"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","612962f44f151ddfd0298c52","PROLIFIC","31-Dec-2025 18:21:31","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":10172}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2179107"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","61bb392e40db417c1a138dcb","PROLIFIC","31-Dec-2025 18:32:35","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":21369.89999999106}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2180062"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","628e0063fa56e316da2a71cb","PROLIFIC","31-Dec-2025 18:43:01","14424","353317","""[{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""timeTaken\"":22698}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2180543"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","6296295f57c07906c9052955","PROLIFIC","31-Dec-2025 18:06:04","14424","353317","""[{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""timeTaken\"":5548.5}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2176507"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","62c5fbbb796500bb5406d772","PROLIFIC","31-Dec-2025 18:29:33","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""timeTaken\"":5993.10000038147}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2179859"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","63fedbfe6ef7fb3dd2718f5c","PROLIFIC","31-Dec-2025 19:01:48","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""timeTaken\"":29016.10000014305}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2180928"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","641640ace28d2bb30c45c595","PROLIFIC","31-Dec-2025 18:11:20","14424","353317","""[{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""timeTaken\"":8077.800000190735}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2177141"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","64badb09518eb5b219132eea","PROLIFIC","31-Dec-2025 18:28:37","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""timeTaken\"":45038.80000001192}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2179784"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","65f650bc80653ddbcb45e6a5","PROLIFIC","31-Dec-2025 18:12:15","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":6096.699999999255}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2177417"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","66041eef8bb7bb7f12624252","PROLIFIC","31-Dec-2025 18:12:29","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""timeTaken\"":13206.799999952316}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2177536"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","663a826d5055c706ebfa03e9","PROLIFIC","31-Dec-2025 18:57:09","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""timeTaken\"":25845}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2180836"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","66463e4efb99fba5a67a010a","PROLIFIC","31-Dec-2025 18:12:52","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":6336.9000000003725}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2177546"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","666f2488909bc0331b8563e6","PROLIFIC","31-Dec-2025 18:11:22","14424","353317","""[{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""timeTaken\"":6863.700000047684}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2177159"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","669a8660d4a57296b3d666e1","PROLIFIC","31-Dec-2025 18:54:53","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":4466}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2180772"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","66b3d894a73f47ed6a41550a","PROLIFIC","31-Dec-2025 18:13:51","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":8702.700000047684}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2177935"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","66c5e900e98b4d0d00fed9aa","PROLIFIC","31-Dec-2025 18:26:47","14424","353317","""[{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""timeTaken\"":8959.299999952316}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2179585"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","67061b4db9d941cfeef4fa3e","PROLIFIC","31-Dec-2025 18:35:00","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":11006.700000047684}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2180328"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","6713eeea64ca1fb59cbcbce4","PROLIFIC","31-Dec-2025 18:09:29","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":5738.700000000186}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2176731"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","671498899f67df85f33ea053","PROLIFIC","31-Dec-2025 18:10:03","14424","353317","""[{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""timeTaken\"":10207.400000000373}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2176944"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","6720fb90f91b9de73744216f","PROLIFIC","31-Dec-2025 18:11:56","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""timeTaken\"":9531.899999856949}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2177304"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","6772be1363ec1102cc8bc48d","PROLIFIC","31-Dec-2025 18:35:15","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""timeTaken\"":8328.60000000149}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2180356"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","69432f5eec27bf29567095f7","PROLIFIC","31-Dec-2025 18:15:52","14424","353317","""[{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""timeTaken\"":8134.5}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2178168"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","b","PROLIFIC","12-Dec-2025 18:33:42","14424","353317","""[{\""word\"":\""bad\"",\""selection\"":\""bad\""},{\""word\"":\""excellent\"",\""selection\"":\""excellent\""},{\""word\"":\""atrocious\"",\""selection\"":\""atrocious\""},{\""timeTaken\"":7370}]""","1","bad.png","atrocious.png","excellent.png","great","graded","2169275"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","123","PROLIFIC","31-Dec-2025 16:33:54","14424","353318","""[{\""word\"":\""big\"",\""selection\"":\""tiny\""},{\""word\"":\""enormous\"",\""selection\"":\""big\""},{\""word\"":\""tiny\"",\""selection\"":\""enormous\""},{\""timeTaken\"":2142}]""","2","big.png","enormous.png","tiny.png","miniscule","square","2176296"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","55b9a9b0fdf99b6906d2aba4","PROLIFIC","31-Dec-2025 18:17:23","14424","353318","""[{\""word\"":\""tiny\"",\""selection\"":\""tiny\""},{\""word\"":\""enormous\"",\""selection\"":\""enormous\""},{\""word\"":\""big\"",\""selection\"":\""big\""},{\""timeTaken\"":8459.700000017881}]""","2","big.png","enormous.png","tiny.png","miniscule","square","2178436"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","55cc7cfb74297e0005235c27","PROLIFIC","31-Dec-2025 18:06:40","14424","353318","""[{\""word\"":\""big\"",\""selection\"":\""big\""},{\""word\"":\""enormous\"",\""selection\"":\""enormous\""},{\""word\"":\""tiny\"",\""selection\"":\""tiny\""},{\""timeTaken\"":6010.399999999907}]""","2","big.png","enormous.png","tiny.png","miniscule","square","2176523"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5934a676e7866d0001618b81","PROLIFIC","31-Dec-2025 18:08:15","14424","353318","""[{\""word\"":\""big\"",\""selection\"":\""big\""},{\""word\"":\""tiny\"",\""selection\"":\""tiny\""},{\""word\"":\""enormous\"",\""selection\"":\""enormous\""},{\""timeTaken\"":6743.700000047684}]""","2","big.png","enormous.png","tiny.png","miniscule","square","2176664"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","59f226a9d6380600018b2923","PROLIFIC","31-Dec-2025 18:23:33","14424","353318","""[{\""word\"":\""big\"",\""selection\"":\""big\""},{\""word\"":\""enormous\"",\""selection\"":\""enormous\""},{\""word\"":\""tiny\"",\""selection\"":\""tiny\""},{\""timeTaken\"":7650.69999999553}]""","2","big.png","enormous.png","tiny.png","miniscule","square","2179363"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5b757a03976ecb0001b1168f","PROLIFIC","31-Dec-2025 18:13:21","14424","353318","""[{\""word\"":\""enormous\"",\""selection\"":\""enormous\""},{\""word\"":\""big\"",\""selection\"":\""big\""},{\""word\"":\""tiny\"",\""selection\"":\""tiny\""},{\""timeTaken\"":9146.700000047684}]""","2","big.png","enormous.png","tiny.png","miniscule","square","2177678"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5be42f3b98f5f40001a994f4","PROLIFIC","31-Dec-2025 18:18:19","14424","353318","""[{\""word\"":\""enormous\"",\""selection\"":\""enormous\""},{\""word\"":\""big\"",\""selection\"":\""big\""},{\""word\"":\""tiny\"",\""selection\"":\""tiny\""},{\""timeTaken\"":17134}]""","2","big.png","enormous.png","tiny.png","miniscule","square","2178735"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5bf349126f97050001e6a6e6","PROLIFIC","31-Dec-2025 18:37:00","14424","353318","""[{\""word\"":\""enormous\"",\""selection\"":\""enormous\""},{\""word\"":\""tiny\"",\""selection\"":\""tiny\""},{\""word\"":\""big\"",\""selection\"":\""big\""},{\""timeTaken\"":14494}]""","2","big.png","enormous.png","tiny.png","miniscule","square","2180446"
"images.csv","","NOT AVAILABLE","NOT AVAILABLE","5c40134b1580e900012320ab","PROLIFIC","31-Dec-2025 18:12:28","14424","353318","""[{\""word\"":\""big\"",\""selection\"":\""big\""},{\""word\"":\""tiny\"",\""selection\"":\""tiny\""},{\""word\"":\""enormous\"",\""selection\"":\""enormous\""},{\""timeTaken\"":5993.200000001118}]""","2","big.png","enormous.png","tiny.png","miniscule","square","2177487"
